
==================================
>> SD Card is successfully init at 698
==================================

[INFO] main::setup() | System restarted at 759
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2356103; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2356891
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338108
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2356891; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2357672
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338118
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2357672; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2358459
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338128
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2358459; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2359246
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338138
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2359246; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2360036
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338148
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2360036; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2360818
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338158
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2360818; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2361616
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338168
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2361616; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2362403
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338178
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2362403; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2363184
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338188
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2363184; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2363971
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338198
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2363971; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2364758
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338208
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2364758; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2365539
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338218
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2365539; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2366326
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338228
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2366326; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2367130
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338238
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2367130; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2367912
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338248
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2367912; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2368701
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338258
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2368701; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2369489
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338268
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2369489; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2370272
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338278
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2370272; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2371064
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338288
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2371064; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2371857
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338298
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2371857; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2372650
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338308
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2372650; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2373438
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338318
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2373438; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2374225
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338328
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2374225; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2375006
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338338
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2375006; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2375793
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338348
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2375793; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2376580
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338358
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2376580; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2377361
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338368
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2377361; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2378149
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338378
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2378149; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2378938
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338388
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2378938; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2379719
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338398
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2379719; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2380507
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338408
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2380507; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2381296
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338418
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2381296; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2382081
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338428
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2382081; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2382874
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338438
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2382874; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2383674
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338448
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2383674; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2384455
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338458
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2384455; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2385242
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338468
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2385242; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2386031
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338478
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2386031; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2386812
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338488
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2386812; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2387599
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338498
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2387599; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2388386
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338508
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2388386; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2389168
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338518
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2389168; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2389956
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338528
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2389956; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2390744
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338538
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2390744; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2391525
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338548
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2391525; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2392313
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338558
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2392313; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2393105
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338568
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2393105; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2393890
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338578
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2393890; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2394689
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338588
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2394689; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2395476
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338598
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2395476; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2396257
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338608
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2396257; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2397044
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338618
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2397044; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2397831
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338628
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2397831; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2398612
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338638
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2398612; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2399399
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338648
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2399399; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2400188
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338658
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2400188; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2400970
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338668
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2400970; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2401758
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338678
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2401758; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2402546
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338688
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2402546; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2403327
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338698
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2403327; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2404117
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338708
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2404117; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2404934
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338718
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2404934; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2405715
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338728
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2405715; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2406503
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338738
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2406503; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2407290
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338748
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2407290; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2408071
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338758
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2408071; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2408858
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338768
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2408858; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2409645
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338778
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2409645; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2410434
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338788
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2410434; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2411215
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338798
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2411215; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2412003
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338808
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2412003; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2412791
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338818
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2412791; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2413572
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338828
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2413572; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2414361
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338838
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2414361; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2415151
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338848
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2415151; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2415947
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338858
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2415947; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2416735
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338868
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2416735; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2417523
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338878
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2417523; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2418304
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338888
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2418304; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2419091
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338898
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2419091; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2419878
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338908
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2419878; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2420659
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338918
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2420659; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2421447
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338928
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2421447; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2422235
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338938
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2422235; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2423020
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338948
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2423020; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2423825
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338958
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2423825; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
[INFO] main::loop() | Device wakeup, now_timestamp = 2424613
[INFO] main::loop() | Device wakeup, Current RTC Epoch = 978338968
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp = 2424613; send_status_timestamp = 3903531
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds
