
==================================
>> SD Card is successfully init at 609
==================================

[INFO] main::setup() | System restarted at 669
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525214; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525224
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525224; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525224; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525234
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525234; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525234; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525244
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525244; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525244; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525254
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525254; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525254; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525264
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525264; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525264; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525274
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525274; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525274; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525284
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525284; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525284; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525294
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525294; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525294; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525304
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525304; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525304; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525314
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525314; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525314; relay_reset_timestamp_s = 1740525319
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525324
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525324; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Resetting the relay, next relay reset is scheduled at 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525334
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525334; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525334; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525344
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525344; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525344; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525354
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525354; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525354; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525364
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525364; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525364; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525374
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525374; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525374; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525384
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525384; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525384; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525394
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525394; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525394; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525404
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525404; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525404; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525414
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525414; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525414; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525424
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525424; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525424; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525434
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525434; send_status_timestamp_s = 1740525442
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525434; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525444
[INFO] main::loop() | Sending status packet, next status packet is scheduled at 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525444; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525446
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525446; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525446; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525456
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525456; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525456; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525466
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525466; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525466; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525476
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525476; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525476; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525486
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525486; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525486; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525496
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525496; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525496; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525506
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525506; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525506; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525516
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525516; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525516; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525526
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525526; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525526; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525536
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525536; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525536; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525546
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525546; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525546; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525556
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525556; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525556; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525566
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525566; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525566; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525576
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525576; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525576; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525586
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525586; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525586; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525596
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525596; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525596; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525606
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525606; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525606; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525616
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525616; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525616; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525626
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525626; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525626; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525636
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525636; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525636; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525646
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525646; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525646; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525656
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525656; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525656; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525666
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525666; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525666; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525676
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525676; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525676; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525686
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525686; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525686; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525696
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525696; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525696; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525706
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525706; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525706; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525716
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525716; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525716; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525726
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525726; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525726; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525736
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525736; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525736; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525746
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525746; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525746; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525756
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525756; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525756; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525766
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525766; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525766; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525776
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525776; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525776; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525786
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525786; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525786; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525796
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525796; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525796; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525806
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525806; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525806; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525816
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525816; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525816; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525826
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525826; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525826; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525836
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525836; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525836; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525846
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525846; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525846; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525856
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525856; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525856; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525866
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525866; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525866; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525876
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525876; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525876; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525886
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525886; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525886; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525896
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525896; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525896; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525906
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525906; send_status_timestamp_s = 1740527244
[INFO] main::loop() | Relay reset timeout is not due. now_timestamp_s = 1740525906; relay_reset_timestamp_s = 1740528924
[INFO] main::loop() | Reloading Watchdog
[INFO] main::loop() | Go to sleep for 10 seconds





[INFO] main::loop() | Device wakeup, now_timestamp_s = 1740525916
[INFO] main::loop() | Sending status packet timeout is not due. now_timestamp_s = 1740525916; send_status_timestamp_s = 1740527244
